County,Precinct,Office,District,Candidate,Party,Early,Poll,Total
Peoria,CH003,President,,JOHN MCCAIN ,REP,64,189,253
Peoria,CH004,President,,JOHN MCCAIN ,REP,88,217,305
Peoria,CH005,President,,JOHN MCCAIN ,REP,111,267,378
Peoria,EL001,President,,JOHN MCCAIN ,REP,35,107,142
Peoria,EL002,President,,JOHN MCCAIN ,REP,58,143,201
Peoria,EL003,President,,JOHN MCCAIN ,REP,65,166,231
Peoria,HA001,President,,JOHN MCCAIN ,REP,178,375,553
Peoria,HO001,President,,JOHN MCCAIN ,REP,58,235,293
Peoria,HO002,President,,JOHN MCCAIN ,REP,44,138,182
Peoria,JU001,President,,JOHN MCCAIN ,REP,241,393,634
Peoria,KI001,President,,JOHN MCCAIN ,REP,301,327,628
Peoria,KI002,President,,JOHN MCCAIN ,REP,44,167,211
Peoria,LI001,President,,JOHN MCCAIN ,REP,85,213,298
Peoria,LI002,President,,JOHN MCCAIN ,REP,133,193,326
Peoria,LI003,President,,JOHN MCCAIN ,REP,37,79,116
Peoria,LI004,President,,JOHN MCCAIN ,REP,82,182,264
Peoria,LI005,President,,JOHN MCCAIN ,REP,57,122,179
Peoria,LI006,President,,JOHN MCCAIN ,REP,59,85,144
Peoria,LI007,President,,JOHN MCCAIN ,REP,24,74,98
Peoria,LI008,President,,JOHN MCCAIN ,REP,114,151,265
Peoria,LI009,President,,JOHN MCCAIN ,REP,36,137,173
Peoria,LI010,President,,JOHN MCCAIN ,REP,83,214,297
Peoria,LI011,President,,JOHN MCCAIN ,REP,96,209,305
Peoria,LI012,President,,JOHN MCCAIN ,REP,129,257,386
Peoria,LI013,President,,JOHN MCCAIN ,REP,148,291,439
Peoria,LI014,President,,JOHN MCCAIN ,REP,111,193,304
Peoria,LO001,President,,JOHN MCCAIN ,REP,116,272,388
Peoria,LO002,President,,JOHN MCCAIN ,REP,121,326,447
Peoria,ME001,President,,JOHN MCCAIN ,REP,138,245,383
Peoria,ME002,President,,JOHN MCCAIN ,REP,105,207,312
Peoria,ME003,President,,JOHN MCCAIN ,REP,298,266,564
Peoria,ME004,President,,JOHN MCCAIN ,REP,242,215,457
Peoria,ME005,President,,JOHN MCCAIN ,REP,61,197,258
Peoria,MI001,President,,JOHN MCCAIN ,REP,8,113,121
Peoria,PR001,President,,JOHN MCCAIN ,REP,81,269,350
Peoria,RA001,President,,JOHN MCCAIN ,REP,309,284,593
Peoria,RA002,President,,JOHN MCCAIN ,REP,222,174,396
Peoria,RI001,President,,JOHN MCCAIN ,REP,74,155,229
Peoria,RI002,President,,JOHN MCCAIN ,REP,156,258,414
Peoria,RI003,President,,JOHN MCCAIN ,REP,59,158,217
Peoria,RI004,President,,JOHN MCCAIN ,REP,42,183,225
Peoria,RO001,President,,JOHN MCCAIN ,REP,97,287,384
Peoria,TI001,President,,JOHN MCCAIN ,REP,36,227,263
Peoria,TI002,President,,JOHN MCCAIN ,REP,67,213,280
Peoria,TR001,President,,JOHN MCCAIN ,REP,61,226,287
Peoria,WP001,President,,JOHN MCCAIN ,REP,65,57,122
Peoria,WP002,President,,JOHN MCCAIN ,REP,104,114,218
Peoria,WP003,President,,JOHN MCCAIN ,REP,76,116,192
Peoria,WP004,President,,JOHN MCCAIN ,REP,85,107,192
Peoria,AK001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,BR001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,CH001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,CH002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,CH003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,CH004,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,CH005,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,EL001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,EL002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,EL003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,HA001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,HO001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,HO002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,JU001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,KI001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,KI002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI004,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI005,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI006,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI007,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI008,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI009,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI010,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI011,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI012,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI013,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LI014,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LO001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,LO002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,ME001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,ME002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,ME003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,ME004,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,ME005,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,MI001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,PR001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RA001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RA002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RI001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RI002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RI003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RI004,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,RO001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,TI001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,TI002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,TR001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,WP001,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,WP002,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,WP003,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,WP004,President,,JONATHAN ALLEN (W),,0,0,0
Peoria,AK001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,BR001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,CH001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,CH002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,CH003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,CH004,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,CH005,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,EL001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,EL002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,EL003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,HA001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,HO001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,HO002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,JU001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,KI001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,KI002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI004,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI005,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI006,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI007,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI008,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI009,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI010,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI011,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI012,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI013,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LI014,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LO001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,LO002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,ME001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,ME002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,ME003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,ME004,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,ME005,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,MI001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,PR001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RA001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RA002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RI001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RI002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RI003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RI004,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,RO001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,TI001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,TI002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,TR001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,WP001,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,WP002,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,WP003,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,WP004,President,,LAWSON MITCHELL BONE (W),,0,0,0
Peoria,AK001,President,,RALPH NADER ,IND,1,5,6
Peoria,BR001,President,,RALPH NADER ,IND,0,4,4
Peoria,CH001,President,,RALPH NADER ,IND,0,4,4
Peoria,CH002,President,,RALPH NADER ,IND,3,4,7
Peoria,CH003,President,,RALPH NADER ,IND,2,5,7
Peoria,CH004,President,,RALPH NADER ,IND,1,6,7
Peoria,CH005,President,,RALPH NADER ,IND,2,6,8
Peoria,EL001,President,,RALPH NADER ,IND,0,2,2
Peoria,EL002,President,,RALPH NADER ,IND,0,1,1
Peoria,EL003,President,,RALPH NADER ,IND,0,1,1
Peoria,HA001,President,,RALPH NADER ,IND,3,1,4
Peoria,HO001,President,,RALPH NADER ,IND,2,2,4
Peoria,HO002,President,,RALPH NADER ,IND,3,1,4
Peoria,JU001,President,,RALPH NADER ,IND,0,4,4
Peoria,KI001,President,,RALPH NADER ,IND,2,5,7
Peoria,KI002,President,,RALPH NADER ,IND,0,4,4
Peoria,LI001,President,,RALPH NADER ,IND,2,7,9
Peoria,LI002,President,,RALPH NADER ,IND,1,4,5
Peoria,LI003,President,,RALPH NADER ,IND,1,0,1
Peoria,LI004,President,,RALPH NADER ,IND,2,6,8
Peoria,LI005,President,,RALPH NADER ,IND,3,2,5
Peoria,LI006,President,,RALPH NADER ,IND,3,2,5
Peoria,LI007,President,,RALPH NADER ,IND,1,1,2
Peoria,LI008,President,,RALPH NADER ,IND,0,2,2
Peoria,LI009,President,,RALPH NADER ,IND,0,5,5
Peoria,LI010,President,,RALPH NADER ,IND,3,4,7
Peoria,LI011,President,,RALPH NADER ,IND,0,1,1
Peoria,LI012,President,,RALPH NADER ,IND,2,2,4
Peoria,LI013,President,,RALPH NADER ,IND,3,10,13
Peoria,LI014,President,,RALPH NADER ,IND,1,5,6
Peoria,LO001,President,,RALPH NADER ,IND,0,5,5
Peoria,LO002,President,,RALPH NADER ,IND,2,10,12
Peoria,ME001,President,,RALPH NADER ,IND,3,0,3
Peoria,ME002,President,,RALPH NADER ,IND,2,2,4
Peoria,ME003,President,,RALPH NADER ,IND,3,3,6
Peoria,ME004,President,,RALPH NADER ,IND,2,0,2
Peoria,ME005,President,,RALPH NADER ,IND,0,2,2
Peoria,MI001,President,,RALPH NADER ,IND,0,0,0
Peoria,PR001,President,,RALPH NADER ,IND,0,3,3
Peoria,RA001,President,,RALPH NADER ,IND,1,3,4
Peoria,RA002,President,,RALPH NADER ,IND,4,0,4
Peoria,RI001,President,,RALPH NADER ,IND,1,3,4
Peoria,RI002,President,,RALPH NADER ,IND,2,6,8
Peoria,RI003,President,,RALPH NADER ,IND,1,3,4
Peoria,RI004,President,,RALPH NADER ,IND,0,6,6
Peoria,RO001,President,,RALPH NADER ,IND,1,6,7
Peoria,TI001,President,,RALPH NADER ,IND,0,4,4
Peoria,TI002,President,,RALPH NADER ,IND,0,3,3
Peoria,TR001,President,,RALPH NADER ,IND,1,3,4
Peoria,WP001,President,,RALPH NADER ,IND,0,3,3
Peoria,WP002,President,,RALPH NADER ,IND,1,2,3
Peoria,WP003,President,,RALPH NADER ,IND,0,3,3
Peoria,WP004,President,,RALPH NADER ,IND,1,2,3
Peoria,AK001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,BR001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,CH001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,CH002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,CH003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,CH004,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,CH005,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,EL001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,EL002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,EL003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,HA001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,HO001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,HO002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,JU001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,KI001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,KI002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI004,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI005,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI006,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI007,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI008,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI009,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI010,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI011,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI012,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI013,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LI014,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LO001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,LO002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,ME001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,ME002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,ME003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,ME004,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,ME005,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,MI001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,PR001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RA001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RA002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RI001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RI002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RI003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RI004,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,RO001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,TI001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,TI002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,TR001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,WP001,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,WP002,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,WP003,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,WP004,President,,RONALD G. HOBBS (W),,0,0,0
Peoria,AK001,U S House,18,AARON SCHOCK,REP,109,296,405
Peoria,BR001,U S House,18,AARON SCHOCK,REP,46,219,265
Peoria,CH001,U S House,18,AARON SCHOCK,REP,193,322,515
Peoria,CH002,U S House,18,AARON SCHOCK,REP,135,307,442
Peoria,CH003,U S House,18,AARON SCHOCK,REP,86,239,325
Peoria,CH004,U S House,18,AARON SCHOCK,REP,94,292,386
Peoria,CH005,U S House,18,AARON SCHOCK,REP,138,346,484
Peoria,EL001,U S House,18,AARON SCHOCK,REP,50,125,175
Peoria,EL002,U S House,18,AARON SCHOCK,REP,56,164,220
Peoria,EL003,U S House,18,AARON SCHOCK,REP,79,213,292
Peoria,HA001,U S House,18,AARON SCHOCK,REP,188,419,607
Peoria,HO001,U S House,18,AARON SCHOCK,REP,76,280,356
Peoria,HO002,U S House,18,AARON SCHOCK,REP,47,134,181
Peoria,JU001,U S House,18,AARON SCHOCK,REP,252,389,641
Peoria,KI001,U S House,18,AARON SCHOCK,REP,314,366,680
Peoria,KI002,U S House,18,AARON SCHOCK,REP,56,211,267
Peoria,LI001,U S House,18,AARON SCHOCK,REP,109,318,427
Peoria,LI002,U S House,18,AARON SCHOCK,REP,175,263,438
Peoria,LI003,U S House,18,AARON SCHOCK,REP,40,86,126
Peoria,LI004,U S House,18,AARON SCHOCK,REP,123,253,376
Peoria,LI005,U S House,18,AARON SCHOCK,REP,64,194,258
Peoria,LI006,U S House,18,AARON SCHOCK,REP,74,145,219
Peoria,LI007,U S House,18,AARON SCHOCK,REP,30,101,131
Peoria,LI008,U S House,18,AARON SCHOCK,REP,142,224,366
Peoria,LI009,U S House,18,AARON SCHOCK,REP,45,200,245
Peoria,LI010,U S House,18,AARON SCHOCK,REP,101,319,420
Peoria,LI011,U S House,18,AARON SCHOCK,REP,125,291,416
Peoria,LI012,U S House,18,AARON SCHOCK,REP,186,362,548
Peoria,LI013,U S House,18,AARON SCHOCK,REP,184,376,560
Peoria,LI014,U S House,18,AARON SCHOCK,REP,163,248,411
Peoria,LO001,U S House,18,AARON SCHOCK,REP,150,315,465
Peoria,LO002,U S House,18,AARON SCHOCK,REP,134,364,498
Peoria,ME001,U S House,18,AARON SCHOCK,REP,155,276,431
Peoria,ME002,U S House,18,AARON SCHOCK,REP,127,235,362
Peoria,ME003,U S House,18,AARON SCHOCK,REP,337,298,635
Peoria,ME004,U S House,18,AARON SCHOCK,REP,271,236,507
Peoria,ME005,U S House,18,AARON SCHOCK,REP,77,235,312
Peoria,MI001,U S House,18,AARON SCHOCK,REP,12,116,128
Peoria,PR001,U S House,18,AARON SCHOCK,REP,94,297,391
Peoria,RA001,U S House,18,AARON SCHOCK,REP,343,298,641
Peoria,RA002,U S House,18,AARON SCHOCK,REP,238,180,418
Peoria,RI001,U S House,18,AARON SCHOCK,REP,106,222,328
Peoria,RI002,U S House,18,AARON SCHOCK,REP,193,306,499
Peoria,RI003,U S House,18,AARON SCHOCK,REP,101,246,347
Peoria,RI004,U S House,18,AARON SCHOCK,REP,63,266,329
Peoria,RO001,U S House,18,AARON SCHOCK,REP,100,315,415
Peoria,TI001,U S House,18,AARON SCHOCK,REP,48,269,317
Peoria,TI002,U S House,18,AARON SCHOCK,REP,75,248,323
Peoria,TR001,U S House,18,AARON SCHOCK,REP,62,254,316
Peoria,WP001,U S House,18,AARON SCHOCK,REP,82,94,176
Peoria,WP002,U S House,18,AARON SCHOCK,REP,150,171,321
Peoria,WP003,U S House,18,AARON SCHOCK,REP,122,169,291
Peoria,WP004,U S House,18,AARON SCHOCK,REP,118,152,270
Peoria,AK001,U S House,18,COLLEEN CALLAHAN,DEM,50,83,133
Peoria,BR001,U S House,18,COLLEEN CALLAHAN,DEM,79,172,251
Peoria,CH001,U S House,18,COLLEEN CALLAHAN,DEM,137,167,304
Peoria,CH002,U S House,18,COLLEEN CALLAHAN,DEM,101,136,237
Peoria,CH003,U S House,18,COLLEEN CALLAHAN,DEM,68,164,232
Peoria,CH004,U S House,18,COLLEEN CALLAHAN,DEM,100,196,296
Peoria,CH005,U S House,18,COLLEEN CALLAHAN,DEM,131,190,321
Peoria,EL001,U S House,18,COLLEEN CALLAHAN,DEM,38,107,145
Peoria,EL002,U S House,18,COLLEEN CALLAHAN,DEM,61,138,199
Peoria,EL003,U S House,18,COLLEEN CALLAHAN,DEM,49,95,144
Peoria,HA001,U S House,18,COLLEEN CALLAHAN,DEM,117,147,264
Peoria,HO001,U S House,18,COLLEEN CALLAHAN,DEM,72,161,233
Peoria,HO002,U S House,18,COLLEEN CALLAHAN,DEM,64,98,162
Peoria,JU001,U S House,18,COLLEEN CALLAHAN,DEM,130,184,314
Peoria,KI001,U S House,18,COLLEEN CALLAHAN,DEM,249,172,421
Peoria,KI002,U S House,18,COLLEEN CALLAHAN,DEM,69,138,207
Peoria,LI001,U S House,18,COLLEEN CALLAHAN,DEM,101,219,320
Peoria,LI002,U S House,18,COLLEEN CALLAHAN,DEM,142,128,270
Peoria,LI003,U S House,18,COLLEEN CALLAHAN,DEM,26,65,91
Peoria,LI004,U S House,18,COLLEEN CALLAHAN,DEM,110,200,310
Peoria,LI005,U S House,18,COLLEEN CALLAHAN,DEM,92,192,284
Peoria,LI006,U S House,18,COLLEEN CALLAHAN,DEM,86,93,179
Peoria,LI007,U S House,18,COLLEEN CALLAHAN,DEM,36,75,111
Peoria,LI008,U S House,18,COLLEEN CALLAHAN,DEM,118,99,217
Peoria,LI009,U S House,18,COLLEEN CALLAHAN,DEM,62,186,248
Peoria,LI010,U S House,18,COLLEEN CALLAHAN,DEM,90,190,280
Peoria,LI011,U S House,18,COLLEEN CALLAHAN,DEM,137,229,366
Peoria,LI012,U S House,18,COLLEEN CALLAHAN,DEM,147,202,349
Peoria,LI013,U S House,18,COLLEEN CALLAHAN,DEM,113,173,286
Peoria,LI014,U S House,18,COLLEEN CALLAHAN,DEM,126,144,270
Peoria,LO001,U S House,18,COLLEEN CALLAHAN,DEM,87,150,237
Peoria,LO002,U S House,18,COLLEEN CALLAHAN,DEM,160,234,394
Peoria,ME001,U S House,18,COLLEEN CALLAHAN,DEM,83,131,214
Peoria,ME002,U S House,18,COLLEEN CALLAHAN,DEM,62,112,174
Peoria,ME003,U S House,18,COLLEEN CALLAHAN,DEM,121,112,233
Peoria,ME004,U S House,18,COLLEEN CALLAHAN,DEM,106,63,169
Peoria,ME005,U S House,18,COLLEEN CALLAHAN,DEM,61,161,222
Peoria,MI001,U S House,18,COLLEEN CALLAHAN,DEM,7,96,103
Peoria,PR001,U S House,18,COLLEEN CALLAHAN,DEM,84,191,275
Peoria,RA001,U S House,18,COLLEEN CALLAHAN,DEM,180,120,300
Peoria,RA002,U S House,18,COLLEEN CALLAHAN,DEM,108,68,176
Peoria,RI001,U S House,18,COLLEEN CALLAHAN,DEM,82,118,200
Peoria,RI002,U S House,18,COLLEEN CALLAHAN,DEM,151,163,314
Peoria,RI003,U S House,18,COLLEEN CALLAHAN,DEM,96,146,242
Peoria,RI004,U S House,18,COLLEEN CALLAHAN,DEM,65,172,237
Peoria,RO001,U S House,18,COLLEEN CALLAHAN,DEM,61,149,210
Peoria,TI001,U S House,18,COLLEEN CALLAHAN,DEM,31,201,232
Peoria,TI002,U S House,18,COLLEEN CALLAHAN,DEM,67,177,244
Peoria,TR001,U S House,18,COLLEEN CALLAHAN,DEM,33,158,191
Peoria,WP001,U S House,18,COLLEEN CALLAHAN,DEM,96,103,199
Peoria,WP002,U S House,18,COLLEEN CALLAHAN,DEM,142,86,228
Peoria,WP003,U S House,18,COLLEEN CALLAHAN,DEM,141,104,245
Peoria,WP004,U S House,18,COLLEEN CALLAHAN,DEM,123,125,248
Peoria,AK001,U S House,18,SHELDON SCHAFER,GRN,1,11,12
Peoria,BR001,U S House,18,SHELDON SCHAFER,GRN,8,19,27
Peoria,CH001,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,CH002,U S House,18,SHELDON SCHAFER,GRN,13,30,43
Peoria,CH003,U S House,18,SHELDON SCHAFER,GRN,4,20,24
Peoria,CH004,U S House,18,SHELDON SCHAFER,GRN,4,31,35
Peoria,CH005,U S House,18,SHELDON SCHAFER,GRN,16,31,47
Peoria,EL001,U S House,18,SHELDON SCHAFER,GRN,7,13,20
Peoria,EL002,U S House,18,SHELDON SCHAFER,GRN,2,11,13
Peoria,EL003,U S House,18,SHELDON SCHAFER,GRN,3,10,13
Peoria,HA001,U S House,18,SHELDON SCHAFER,GRN,24,28,52
Peoria,HO001,U S House,18,SHELDON SCHAFER,GRN,8,17,25
Peoria,HO002,U S House,18,SHELDON SCHAFER,GRN,5,18,23
Peoria,JU001,U S House,18,SHELDON SCHAFER,GRN,12,29,41
Peoria,KI001,U S House,18,SHELDON SCHAFER,GRN,10,22,32
Peoria,KI002,U S House,18,SHELDON SCHAFER,GRN,8,20,28
Peoria,LI001,U S House,18,SHELDON SCHAFER,GRN,11,17,28
Peoria,LI002,U S House,18,SHELDON SCHAFER,GRN,4,12,16
Peoria,LI003,U S House,18,SHELDON SCHAFER,GRN,3,2,5
Peoria,LI004,U S House,18,SHELDON SCHAFER,GRN,12,19,31
Peoria,LI005,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,LI006,U S House,18,SHELDON SCHAFER,GRN,10,17,27
Peoria,LI007,U S House,18,SHELDON SCHAFER,GRN,1,11,12
Peoria,LI008,U S House,18,SHELDON SCHAFER,GRN,11,16,27
Peoria,LI009,U S House,18,SHELDON SCHAFER,GRN,7,14,21
Peoria,LI010,U S House,18,SHELDON SCHAFER,GRN,7,17,24
Peoria,LI011,U S House,18,SHELDON SCHAFER,GRN,10,10,20
Peoria,LI012,U S House,18,SHELDON SCHAFER,GRN,11,23,34
Peoria,LI013,U S House,18,SHELDON SCHAFER,GRN,13,20,33
Peoria,LI014,U S House,18,SHELDON SCHAFER,GRN,8,23,31
Peoria,LO001,U S House,18,SHELDON SCHAFER,GRN,11,14,25
Peoria,LO002,U S House,18,SHELDON SCHAFER,GRN,20,30,50
Peoria,ME001,U S House,18,SHELDON SCHAFER,GRN,20,21,41
Peoria,ME002,U S House,18,SHELDON SCHAFER,GRN,11,21,32
Peoria,ME003,U S House,18,SHELDON SCHAFER,GRN,19,24,43
Peoria,ME004,U S House,18,SHELDON SCHAFER,GRN,22,14,36
Peoria,ME005,U S House,18,SHELDON SCHAFER,GRN,7,18,25
Peoria,MI001,U S House,18,SHELDON SCHAFER,GRN,0,3,3
Peoria,PR001,U S House,18,SHELDON SCHAFER,GRN,5,28,33
Peoria,RA001,U S House,18,SHELDON SCHAFER,GRN,28,21,49
