County,Precinct,Office,District,Party,Candidate,Absentee,Early,Election,Total
Peoria,Peoria 57,U S House,18,REP,Aaron Schock,13,36,183,232
Peoria,Peoria 58,U S House,18,REP,Aaron Schock,10,90,177,277
Peoria,Peoria 59,U S House,18,REP,Aaron Schock,130,46,109,285
Peoria,Peoria 60,U S House,18,REP,Aaron Schock,4,60,185,249
Peoria,Peoria 61,U S House,18,REP,Aaron Schock,10,70,178,258
Peoria,Peoria 62,U S House,18,REP,Aaron Schock,11,92,211,314
Peoria,Peoria 63,U S House,18,REP,Aaron Schock,5,72,125,202
Peoria,Peoria 64,U S House,18,REP,Aaron Schock,9,65,151,225
Peoria,Peoria 65,U S House,18,REP,Aaron Schock,4,33,132,169
Peoria,Peoria 66,U S House,18,REP,Aaron Schock,22,71,205,298
Peoria,Peoria 67,U S House,18,REP,Aaron Schock,17,90,232,339
Peoria,Peoria 68,U S House,18,REP,Aaron Schock,6,29,165,200
Peoria,Peoria 69,U S House,18,REP,Aaron Schock,6,42,203,251
Peoria,Peoria 70,U S House,18,REP,Aaron Schock,23,98,362,483
Peoria,Peoria 71,U S House,18,REP,Aaron Schock,4,43,195,242
Peoria,Peoria 72,U S House,18,REP,Aaron Schock,5,75,202,282
Peoria,Peoria 73,U S House,18,REP,Aaron Schock,7,92,248,347
Peoria,Peoria 74,U S House,18,REP,Aaron Schock,8,58,240,306
Peoria,Peoria 75,U S House,18,REP,Aaron Schock,24,184,685,893
Peoria,Peoria 76,U S House,18,REP,Aaron Schock,13,110,209,332
Peoria,Peoria 77,U S House,18,REP,Aaron Schock,13,85,261,359
Peoria,Peoria 78,U S House,18,REP,Aaron Schock,10,82,295,387
Peoria,Peoria 79,U S House,18,REP,Aaron Schock,10,93,269,372
Peoria,Peoria 80,U S House,18,REP,Aaron Schock,7,58,171,236
Peoria,Peoria 81,U S House,18,REP,Aaron Schock,3,73,160,236
Peoria,Peoria 82,U S House,18,REP,Aaron Schock,10,99,209,318
Peoria,Peoria 83,U S House,18,REP,Aaron Schock,11,142,231,384
Peoria,Peoria 84,U S House,18,REP,Aaron Schock,8,68,180,256
Peoria,Peoria 85,U S House,18,REP,Aaron Schock,19,98,277,394
Peoria,Peoria 86,U S House,18,REP,Aaron Schock,20,113,229,362
Peoria,Peoria 87,U S House,18,REP,Aaron Schock,71,24,221,316
Peoria,Peoria 88,U S House,18,REP,Aaron Schock,13,115,243,371
Peoria,Peoria 89,U S House,18,REP,Aaron Schock,30,132,293,455
Peoria,Peoria 90,U S House,18,REP,Aaron Schock,12,106,361,479
Peoria,Peoria 91,U S House,18,REP,Aaron Schock,19,124,296,439
Peoria,Peoria 92,U S House,18,REP,Aaron Schock,24,183,593,800
Peoria,Peoria 93,U S House,18,REP,Aaron Schock,33,259,586,878
Peoria,Peoria 01,U S House,18,DEM,Colleen Callahan,2,55,158,215
Peoria,Peoria 02,U S House,18,DEM,Colleen Callahan,12,66,202,280
Peoria,Peoria 03,U S House,18,DEM,Colleen Callahan,3,65,154,222
Peoria,Peoria 04,U S House,18,DEM,Colleen Callahan,5,91,187,283
Peoria,Peoria 05,U S House,18,DEM,Colleen Callahan,2,62,126,190
Peoria,Peoria 06,U S House,18,DEM,Colleen Callahan,2,48,155,205
Peoria,Peoria 07,U S House,18,DEM,Colleen Callahan,2,102,232,336
Peoria,Peoria 08,U S House,18,DEM,Colleen Callahan,4,81,215,300
Peoria,Peoria 09,U S House,18,DEM,Colleen Callahan,7,114,187,308
Peoria,Peoria 10,U S House,18,DEM,Colleen Callahan,13,124,212,349
Peoria,Peoria 11,U S House,18,DEM,Colleen Callahan,3,181,245,429
Peoria,Peoria 12,U S House,18,DEM,Colleen Callahan,33,106,79,218
Peoria,Peoria 13,U S House,18,DEM,Colleen Callahan,1,56,186,243
Peoria,Peoria 14,U S House,18,DEM,Colleen Callahan,9,52,175,236
Peoria,Peoria 15,U S House,18,DEM,Colleen Callahan,3,70,154,227
Peoria,Peoria 16,U S House,18,DEM,Colleen Callahan,9,73,155,237
Peoria,Peoria 17,U S House,18,DEM,Colleen Callahan,2,88,194,284
Peoria,Peoria 18,U S House,18,DEM,Colleen Callahan,7,38,110,155
Peoria,Peoria 19,U S House,18,DEM,Colleen Callahan,1,69,115,185
Peoria,Peoria 20,U S House,18,DEM,Colleen Callahan,6,80,148,234
Peoria,Peoria 21,U S House,18,DEM,Colleen Callahan,2,59,124,185
Peoria,Peoria 22,U S House,18,DEM,Colleen Callahan,8,65,161,234
Peoria,Peoria 23,U S House,18,DEM,Colleen Callahan,7,77,162,246
Peoria,Peoria 24,U S House,18,DEM,Colleen Callahan,8,92,182,282
Peoria,Peoria 25,U S House,18,DEM,Colleen Callahan,3,53,165,221
Peoria,Peoria 26,U S House,18,DEM,Colleen Callahan,6,64,133,203
Peoria,Peoria 27,U S House,18,DEM,Colleen Callahan,41,62,81,184
Peoria,Peoria 28,U S House,18,DEM,Colleen Callahan,3,87,178,268
Peoria,Peoria 29,U S House,18,DEM,Colleen Callahan,7,40,115,162
Peoria,Peoria 30,U S House,18,DEM,Colleen Callahan,6,69,137,212
Peoria,Peoria 31,U S House,18,DEM,Colleen Callahan,5,87,152,244
Peoria,Peoria 32,U S House,18,DEM,Colleen Callahan,3,66,141,210
Peoria,Peoria 33,U S House,18,DEM,Colleen Callahan,9,81,163,253
Peoria,Peoria 34,U S House,18,DEM,Colleen Callahan,5,96,204,305
Peoria,Peoria 35,U S House,18,DEM,Colleen Callahan,6,73,126,205
Peoria,Peoria 36,U S House,18,DEM,Colleen Callahan,4,65,132,201
Peoria,Peoria 37,U S House,18,DEM,Colleen Callahan,2,48,178,228
Peoria,Peoria 38,U S House,18,DEM,Colleen Callahan,7,72,118,197
Peoria,Peoria 39,U S House,18,DEM,Colleen Callahan,1,43,122,166
Peoria,Peoria 40,U S House,18,DEM,Colleen Callahan,5,69,132,206
Peoria,Peoria 41,U S House,18,DEM,Colleen Callahan,2,63,132,197
Peoria,Peoria 42,U S House,18,DEM,Colleen Callahan,3,56,138,197
Peoria,Peoria 43,U S House,18,DEM,Colleen Callahan,5,84,123,212
Peoria,Peoria 44,U S House,18,DEM,Colleen Callahan,6,61,96,163
Peoria,Peoria 45,U S House,18,DEM,Colleen Callahan,7,77,84,168
Peoria,Peoria 46,U S House,18,DEM,Colleen Callahan,11,89,125,225
Peoria,Peoria 47,U S House,18,DEM,Colleen Callahan,3,78,152,233
Peoria,Peoria 48,U S House,18,DEM,Colleen Callahan,6,70,96,172
Peoria,Peoria 49,U S House,18,DEM,Colleen Callahan,7,70,153,230
Peoria,Peoria 50,U S House,18,DEM,Colleen Callahan,5,74,108,187
Peoria,Peoria 51,U S House,18,DEM,Colleen Callahan,3,50,78,131
Peoria,Peoria 52,U S House,18,DEM,Colleen Callahan,8,64,89,161
Peoria,Peoria 53,U S House,18,DEM,Colleen Callahan,10,78,97,185
Peoria,Peoria 54,U S House,18,DEM,Colleen Callahan,5,88,105,198
Peoria,Peoria 55,U S House,18,DEM,Colleen Callahan,6,90,139,235
Peoria,Peoria 56,U S House,18,DEM,Colleen Callahan,11,78,117,206
Peoria,Peoria 57,U S House,18,DEM,Colleen Callahan,6,57,134,197
Peoria,Peoria 58,U S House,18,DEM,Colleen Callahan,4,123,175,302
Peoria,Peoria 59,U S House,18,DEM,Colleen Callahan,46,83,83,212
Peoria,Peoria 60,U S House,18,DEM,Colleen Callahan,2,74,149,225
Peoria,Peoria 61,U S House,18,DEM,Colleen Callahan,3,93,91,187
Peoria,Peoria 62,U S House,18,DEM,Colleen Callahan,5,116,151,272
Peoria,Peoria 63,U S House,18,DEM,Colleen Callahan,5,109,130,244
Peoria,Peoria 64,U S House,18,DEM,Colleen Callahan,2,90,167,259
Peoria,Peoria 65,U S House,18,DEM,Colleen Callahan,4,48,67,119
Peoria,Peoria 66,U S House,18,DEM,Colleen Callahan,23,91,122,236
Peoria,Peoria 67,U S House,18,DEM,Colleen Callahan,10,76,146,232
Peoria,Peoria 68,U S House,18,DEM,Colleen Callahan,7,72,167,246
Peoria,Peoria 69,U S House,18,DEM,Colleen Callahan,4,98,156,258
Peoria,Peoria 70,U S House,18,DEM,Colleen Callahan,9,66,91,166
Peoria,Peoria 71,U S House,18,DEM,Colleen Callahan,2,56,69,127
Peoria,Peoria 72,U S House,18,DEM,Colleen Callahan,2,54,59,115
Peoria,Peoria 73,U S House,18,DEM,Colleen Callahan,11,68,84,163
Peoria,Peoria 74,U S House,18,DEM,Colleen Callahan,1,67,122,190
Peoria,Peoria 75,U S House,18,DEM,Colleen Callahan,9,139,228,376
Peoria,Peoria 76,U S House,18,DEM,Colleen Callahan,8,65,84,157
Peoria,Peoria 77,U S House,18,DEM,Colleen Callahan,1,40,76,117
Peoria,Peoria 78,U S House,18,DEM,Colleen Callahan,8,99,149,256
Peoria,Peoria 79,U S House,18,DEM,Colleen Callahan,5,59,100,164
Peoria,Peoria 80,U S House,18,DEM,Colleen Callahan,3,42,55,100
Peoria,Peoria 81,U S House,18,DEM,Colleen Callahan,9,79,84,172
Peoria,Peoria 82,U S House,18,DEM,Colleen Callahan,8,94,89,191
Peoria,Peoria 83,U S House,18,DEM,Colleen Callahan,2,100,68,170
Peoria,Peoria 84,U S House,18,DEM,Colleen Callahan,4,85,101,190
Peoria,Peoria 85,U S House,18,DEM,Colleen Callahan,6,46,77,129
Peoria,Peoria 86,U S House,18,DEM,Colleen Callahan,6,73,68,147
Peoria,Peoria 87,U S House,18,DEM,Colleen Callahan,18,29,75,122
Peoria,Peoria 88,U S House,18,DEM,Colleen Callahan,5,57,80,142
Peoria,Peoria 89,U S House,18,DEM,Colleen Callahan,16,80,89,185
Peoria,Peoria 90,U S House,18,DEM,Colleen Callahan,2,57,79,138
Peoria,Peoria 91,U S House,18,DEM,Colleen Callahan,6,52,84,142
Peoria,Peoria 92,U S House,18,DEM,Colleen Callahan,12,98,191,301
Peoria,Peoria 93,U S House,18,DEM,Colleen Callahan,13,105,149,267
Peoria,Peoria 01,U S House,18,GRN,Sheldon Schafer,0,0,10,10
Peoria,Peoria 02,U S House,18,GRN,Sheldon Schafer,0,1,4,5
Peoria,Peoria 03,U S House,18,GRN,Sheldon Schafer,0,2,4,6
Peoria,Peoria 04,U S House,18,GRN,Sheldon Schafer,0,1,4,5
Peoria,Peoria 05,U S House,18,GRN,Sheldon Schafer,0,0,5,5
Peoria,Peoria 06,U S House,18,GRN,Sheldon Schafer,0,2,6,8
Peoria,Peoria 07,U S House,18,GRN,Sheldon Schafer,0,4,12,16
Peoria,Peoria 08,U S House,18,GRN,Sheldon Schafer,0,4,4,8
Peoria,Peoria 09,U S House,18,GRN,Sheldon Schafer,0,1,3,4
Peoria,Peoria 10,U S House,18,GRN,Sheldon Schafer,0,1,2,3
Peoria,Peoria 11,U S House,18,GRN,Sheldon Schafer,0,1,6,7
Peoria,Peoria 12,U S House,18,GRN,Sheldon Schafer,3,14,9,26
Peoria,Peoria 13,U S House,18,GRN,Sheldon Schafer,0,3,12,15
Peoria,Peoria 14,U S House,18,GRN,Sheldon Schafer,1,3,12,16
Peoria,Peoria 15,U S House,18,GRN,Sheldon Schafer,1,6,9,16
Peoria,Peoria 16,U S House,18,GRN,Sheldon Schafer,0,4,15,19
Peoria,Peoria 17,U S House,18,GRN,Sheldon Schafer,0,7,34,41
Peoria,Peoria 18,U S House,18,GRN,Sheldon Schafer,1,4,22,27
Peoria,Peoria 19,U S House,18,GRN,Sheldon Schafer,0,8,31,39
Peoria,Peoria 20,U S House,18,GRN,Sheldon Schafer,0,11,27,38
Peoria,Peoria 21,U S House,18,GRN,Sheldon Schafer,1,0,2,3
Peoria,Peoria 22,U S House,18,GRN,Sheldon Schafer,1,4,8,13
Peoria,Peoria 23,U S House,18,GRN,Sheldon Schafer,0,4,9,13
Peoria,Peoria 24,U S House,18,GRN,Sheldon Schafer,0,1,14,15
Peoria,Peoria 25,U S House,18,GRN,Sheldon Schafer,1,2,16,19
Peoria,Peoria 26,U S House,18,GRN,Sheldon Schafer,1,10,17,28
Peoria,Peoria 27,U S House,18,GRN,Sheldon Schafer,3,7,9,19
Peoria,Peoria 28,U S House,18,GRN,Sheldon Schafer,0,5,24,29
Peoria,Peoria 29,U S House,18,GRN,Sheldon Schafer,1,6,24,31
Peoria,Peoria 30,U S House,18,GRN,Sheldon Schafer,2,5,22,29
Peoria,Peoria 31,U S House,18,GRN,Sheldon Schafer,0,5,16,21
Peoria,Peoria 32,U S House,18,GRN,Sheldon Schafer,0,4,10,14
Peoria,Peoria 33,U S House,18,GRN,Sheldon Schafer,1,4,19,24
Peoria,Peoria 34,U S House,18,GRN,Sheldon Schafer,0,4,7,11
Peoria,Peoria 35,U S House,18,GRN,Sheldon Schafer,0,5,8,13
Peoria,Peoria 36,U S House,18,GRN,Sheldon Schafer,0,5,12,17
Peoria,Peoria 37,U S House,18,GRN,Sheldon Schafer,0,3,9,12
Peoria,Peoria 38,U S House,18,GRN,Sheldon Schafer,0,2,25,27
Peoria,Peoria 39,U S House,18,GRN,Sheldon Schafer,0,3,17,20
Peoria,Peoria 40,U S House,18,GRN,Sheldon Schafer,0,9,35,44
Peoria,Peoria 41,U S House,18,GRN,Sheldon Schafer,1,1,16,18
Peoria,Peoria 42,U S House,18,GRN,Sheldon Schafer,0,6,12,18
Peoria,Peoria 43,U S House,18,GRN,Sheldon Schafer,0,7,21,28
Peoria,Peoria 44,U S House,18,GRN,Sheldon Schafer,0,8,20,28
Peoria,Peoria 45,U S House,18,GRN,Sheldon Schafer,1,14,21,36
Peoria,Peoria 46,U S House,18,GRN,Sheldon Schafer,0,14,34,48
Peoria,Peoria 47,U S House,18,GRN,Sheldon Schafer,2,6,31,39
Peoria,Peoria 48,U S House,18,GRN,Sheldon Schafer,0,9,20,29
Peoria,Peoria 49,U S House,18,GRN,Sheldon Schafer,0,8,27,35
Peoria,Peoria 50,U S House,18,GRN,Sheldon Schafer,2,4,28,34
Peoria,Peoria 51,U S House,18,GRN,Sheldon Schafer,0,8,7,15
Peoria,Peoria 52,U S House,18,GRN,Sheldon Schafer,0,9,23,32
Peoria,Peoria 53,U S House,18,GRN,Sheldon Schafer,1,9,29,39
Peoria,Peoria 54,U S House,18,GRN,Sheldon Schafer,1,8,25,34
Peoria,Peoria 55,U S House,18,GRN,Sheldon Schafer,0,5,25,30
Peoria,Peoria 56,U S House,18,GRN,Sheldon Schafer,0,12,23,35
Peoria,Peoria 57,U S House,18,GRN,Sheldon Schafer,0,3,20,23
Peoria,Peoria 58,U S House,18,GRN,Sheldon Schafer,1,7,28,36
Peoria,Peoria 59,U S House,18,GRN,Sheldon Schafer,14,1,12,27
Peoria,Peoria 60,U S House,18,GRN,Sheldon Schafer,0,7,16,23
Peoria,Peoria 61,U S House,18,GRN,Sheldon Schafer,0,5,20,25
Peoria,Peoria 62,U S House,18,GRN,Sheldon Schafer,0,6,10,16
Peoria,Peoria 63,U S House,18,GRN,Sheldon Schafer,0,2,13,15
Peoria,Peoria 64,U S House,18,GRN,Sheldon Schafer,0,4,15,19
Peoria,Peoria 65,U S House,18,GRN,Sheldon Schafer,1,4,9,14
Peoria,Peoria 66,U S House,18,GRN,Sheldon Schafer,4,5,13,22
Peoria,Peoria 67,U S House,18,GRN,Sheldon Schafer,0,6,24,30
Peoria,Peoria 68,U S House,18,GRN,Sheldon Schafer,0,3,14,17
Peoria,Peoria 69,U S House,18,GRN,Sheldon Schafer,0,7,16,23
Peoria,Peoria 70,U S House,18,GRN,Sheldon Schafer,0,2,19,21
Peoria,Peoria 71,U S House,18,GRN,Sheldon Schafer,0,4,16,20
Peoria,Peoria 72,U S House,18,GRN,Sheldon Schafer,0,2,13,15
Peoria,Peoria 73,U S House,18,GRN,Sheldon Schafer,0,9,21,30
Peoria,Peoria 74,U S House,18,GRN,Sheldon Schafer,2,6,16,24
Peoria,Peoria 75,U S House,18,GRN,Sheldon Schafer,1,12,26,39
Peoria,Peoria 76,U S House,18,GRN,Sheldon Schafer,1,7,9,17
Peoria,Peoria 77,U S House,18,GRN,Sheldon Schafer,0,7,15,22
Peoria,Peoria 78,U S House,18,GRN,Sheldon Schafer,1,7,21,29
Peoria,Peoria 79,U S House,18,GRN,Sheldon Schafer,0,12,23,35
Peoria,Peoria 80,U S House,18,GRN,Sheldon Schafer,2,3,15,20
Peoria,Peoria 81,U S House,18,GRN,Sheldon Schafer,0,4,9,13
Peoria,Peoria 82,U S House,18,GRN,Sheldon Schafer,0,8,22,30
Peoria,Peoria 83,U S House,18,GRN,Sheldon Schafer,1,14,28,43
Peoria,Peoria 84,U S House,18,GRN,Sheldon Schafer,0,11,30,41
Peoria,Peoria 85,U S House,18,GRN,Sheldon Schafer,0,9,28,37
Peoria,Peoria 86,U S House,18,GRN,Sheldon Schafer,2,7,17,26
Peoria,Peoria 87,U S House,18,GRN,Sheldon Schafer,2,6,16,24
Peoria,Peoria 88,U S House,18,GRN,Sheldon Schafer,0,8,17,25
Peoria,Peoria 89,U S House,18,GRN,Sheldon Schafer,1,16,28,45
Peoria,Peoria 90,U S House,18,GRN,Sheldon Schafer,1,12,19,32
Peoria,Peoria 91,U S House,18,GRN,Sheldon Schafer,0,4,16,20
Peoria,Peoria 92,U S House,18,GRN,Sheldon Schafer,1,12,34,47
Peoria,Peoria 93,U S House,18,GRN,Sheldon Schafer,1,17,18,36
Peoria,Peoria 01,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 02,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 03,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 04,U S Senate,,CON,Chad N. Koppie,0,1,1,2
Peoria,Peoria 05,U S Senate,,CON,Chad N. Koppie,0,2,0,2
Peoria,Peoria 06,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 07,U S Senate,,CON,Chad N. Koppie,0,0,4,4
Peoria,Peoria 08,U S Senate,,CON,Chad N. Koppie,0,1,4,5
Peoria,Peoria 09,U S Senate,,CON,Chad N. Koppie,1,0,4,5
Peoria,Peoria 10,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 11,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 12,U S Senate,,CON,Chad N. Koppie,0,2,4,6
Peoria,Peoria 13,U S Senate,,CON,Chad N. Koppie,0,2,9,11
Peoria,Peoria 14,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 15,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 16,U S Senate,,CON,Chad N. Koppie,0,0,4,4
Peoria,Peoria 17,U S Senate,,CON,Chad N. Koppie,0,1,0,1
Peoria,Peoria 18,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 19,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 20,U S Senate,,CON,Chad N. Koppie,0,2,1,3
Peoria,Peoria 21,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 22,U S Senate,,CON,Chad N. Koppie,1,1,1,3
Peoria,Peoria 23,U S Senate,,CON,Chad N. Koppie,0,3,1,4
Peoria,Peoria 24,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 25,U S Senate,,CON,Chad N. Koppie,0,0,6,6
Peoria,Peoria 26,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 27,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 28,U S Senate,,CON,Chad N. Koppie,0,2,2,4
Peoria,Peoria 29,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 30,U S Senate,,CON,Chad N. Koppie,1,0,0,1
Peoria,Peoria 31,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 32,U S Senate,,CON,Chad N. Koppie,0,3,3,6
Peoria,Peoria 33,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 34,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 35,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 36,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 37,U S Senate,,CON,Chad N. Koppie,0,0,4,4
Peoria,Peoria 38,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 39,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 40,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 41,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 42,U S Senate,,CON,Chad N. Koppie,1,0,2,3
Peoria,Peoria 43,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 44,U S Senate,,CON,Chad N. Koppie,0,0,5,5
Peoria,Peoria 45,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 46,U S Senate,,CON,Chad N. Koppie,0,1,0,1
Peoria,Peoria 47,U S Senate,,CON,Chad N. Koppie,1,0,3,4
Peoria,Peoria 48,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 49,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 50,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 51,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 52,U S Senate,,CON,Chad N. Koppie,1,0,1,2
Peoria,Peoria 53,U S Senate,,CON,Chad N. Koppie,0,1,1,2
Peoria,Peoria 54,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 55,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 56,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 57,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 58,U S Senate,,CON,Chad N. Koppie,0,0,4,4
Peoria,Peoria 59,U S Senate,,CON,Chad N. Koppie,1,2,4,7
Peoria,Peoria 60,U S Senate,,CON,Chad N. Koppie,0,4,0,4
Peoria,Peoria 61,U S Senate,,CON,Chad N. Koppie,0,1,1,2
Peoria,Peoria 62,U S Senate,,CON,Chad N. Koppie,0,1,0,1
Peoria,Peoria 63,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 64,U S Senate,,CON,Chad N. Koppie,0,3,0,3
Peoria,Peoria 65,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 66,U S Senate,,CON,Chad N. Koppie,2,1,1,4
Peoria,Peoria 67,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 68,U S Senate,,CON,Chad N. Koppie,0,0,5,5
Peoria,Peoria 69,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 70,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 71,U S Senate,,CON,Chad N. Koppie,0,1,0,1
Peoria,Peoria 72,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 73,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 74,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 75,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 76,U S Senate,,CON,Chad N. Koppie,0,1,1,2
Peoria,Peoria 77,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 78,U S Senate,,CON,Chad N. Koppie,0,1,3,4
Peoria,Peoria 79,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 80,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 81,U S Senate,,CON,Chad N. Koppie,0,0,2,2
Peoria,Peoria 82,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 83,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 84,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 85,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 86,U S Senate,,CON,Chad N. Koppie,0,0,3,3
Peoria,Peoria 87,U S Senate,,CON,Chad N. Koppie,1,0,2,3
Peoria,Peoria 88,U S Senate,,CON,Chad N. Koppie,0,1,0,1
Peoria,Peoria 89,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 90,U S Senate,,CON,Chad N. Koppie,0,0,1,1
Peoria,Peoria 91,U S Senate,,CON,Chad N. Koppie,0,0,0,0
Peoria,Peoria 92,U S Senate,,CON,Chad N. Koppie,0,2,3,5
Peoria,Peoria 93,U S Senate,,CON,Chad N. Koppie,0,1,2,3
Peoria,Peoria 01,U S Senate,,GRN,Kathy Cummings,0,2,5,7
Peoria,Peoria 02,U S Senate,,GRN,Kathy Cummings,2,2,5,9
Peoria,Peoria 03,U S Senate,,GRN,Kathy Cummings,0,1,4,5
Peoria,Peoria 04,U S Senate,,GRN,Kathy Cummings,0,0,6,6
Peoria,Peoria 05,U S Senate,,GRN,Kathy Cummings,0,1,2,3
Peoria,Peoria 06,U S Senate,,GRN,Kathy Cummings,0,1,3,4
Peoria,Peoria 07,U S Senate,,GRN,Kathy Cummings,0,0,7,7
Peoria,Peoria 08,U S Senate,,GRN,Kathy Cummings,0,2,3,5
Peoria,Peoria 09,U S Senate,,GRN,Kathy Cummings,0,1,2,3
Peoria,Peoria 10,U S Senate,,GRN,Kathy Cummings,2,1,2,5
Peoria,Peoria 11,U S Senate,,GRN,Kathy Cummings,0,3,5,8
Peoria,Peoria 12,U S Senate,,GRN,Kathy Cummings,0,9,7,16
Peoria,Peoria 13,U S Senate,,GRN,Kathy Cummings,1,2,10,13
Peoria,Peoria 14,U S Senate,,GRN,Kathy Cummings,1,4,7,12
Peoria,Peoria 15,U S Senate,,GRN,Kathy Cummings,0,3,8,11
Peoria,Peoria 16,U S Senate,,GRN,Kathy Cummings,0,3,8,11
Peoria,Peoria 17,U S Senate,,GRN,Kathy Cummings,0,3,13,16
Peoria,Peoria 18,U S Senate,,GRN,Kathy Cummings,1,3,6,10
Peoria,Peoria 19,U S Senate,,GRN,Kathy Cummings,0,4,8,12
Peoria,Peoria 20,U S Senate,,GRN,Kathy Cummings,0,3,8,11
Peoria,Peoria 21,U S Senate,,GRN,Kathy Cummings,0,1,2,3
Peoria,Peoria 22,U S Senate,,GRN,Kathy Cummings,0,3,6,9
Peoria,Peoria 23,U S Senate,,GRN,Kathy Cummings,0,1,4,5
Peoria,Peoria 24,U S Senate,,GRN,Kathy Cummings,0,2,2,4
Peoria,Peoria 25,U S Senate,,GRN,Kathy Cummings,0,3,14,17
Peoria,Peoria 26,U S Senate,,GRN,Kathy Cummings,0,0,9,9
Peoria,Peoria 27,U S Senate,,GRN,Kathy Cummings,3,0,8,11
Peoria,Peoria 28,U S Senate,,GRN,Kathy Cummings,0,1,11,12
Peoria,Peoria 29,U S Senate,,GRN,Kathy Cummings,0,3,11,14
Peoria,Peoria 30,U S Senate,,GRN,Kathy Cummings,0,1,12,13
Peoria,Peoria 31,U S Senate,,GRN,Kathy Cummings,0,0,4,4
Peoria,Peoria 32,U S Senate,,GRN,Kathy Cummings,0,2,7,9
Peoria,Peoria 33,U S Senate,,GRN,Kathy Cummings,0,1,9,10
Peoria,Peoria 34,U S Senate,,GRN,Kathy Cummings,0,4,3,7
Peoria,Peoria 35,U S Senate,,GRN,Kathy Cummings,1,0,4,5
Peoria,Peoria 36,U S Senate,,GRN,Kathy Cummings,0,3,8,11
Peoria,Peoria 37,U S Senate,,GRN,Kathy Cummings,0,0,5,5
Peoria,Peoria 38,U S Senate,,GRN,Kathy Cummings,1,1,9,11
